"citation_number","citation_issued_datetime","violation","violation_desc","citation_location","vehicle_plate_state","vehicle_plate","fine_amount","date_added","the_geom",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"30262901T","2009-09-08T03:23:00.000","TC127D","FAILTODISP","MEZZANINE",,,"75","2009-09-08T00:00:00.000","POINT (-122.40810999999997 37.782620000000065)","32","32","5","10","34"
"770097613","2009-09-08T16:41:00.000","T202","PRK METER","2425 SUTTER ST","CA","6GFM587","53","2009-09-08T00:00:00.000","POINT (-122.44029844299996 37.78511986700005)","103","103","8","11","15"
"770387623","2009-09-08T19:21:00.000","V22500E","DRIVEWAY","756 ARGUELLO BLVD","CA","5FHE333","88","2009-09-08T00:00:00.000","POINT (-122.45815197099995 37.776063014000044)","12","12","8","4","18"
"770776753","2009-09-11T00:39:00.000","T37C","ST CLEANIN","196 RUSS ST","CA","6L90995","53","2009-09-11T00:00:00.000","POINT (-122.40691455799998 37.777706634000026)","32","32","1","10","34"
"770505562","2009-09-04T12:42:00.000","T37C","ST CLEANIN","715 CENTRAL AVE","CA","6CDP768","53","2009-09-04T00:00:00.000",,,,,,
"770514006","2009-09-08T09:49:00.000","T37C","ST CLEANIN","217 FONT BLVD","CA","5ECV501","53","2009-09-08T00:00:00.000","POINT (-122.47530302099995 37.716140997000025)","42","42","10","8","16"
"772967915","2009-10-26T08:20:00.000","T37C","ST CLEANIN","161 SANTA MARINA ST","CA","5XKV213","53","2009-10-26T00:00:00.000",,,,,,
"772815794","2009-10-29T06:20:00.000","T37C","ST CLEANIN","950 14TH ST","CA","4HYT750","53","2009-10-29T00:00:00.000","POINT (-122.43511273399997 37.76743275500007)","28","28","7","5","5"
"771177352","2009-09-15T13:29:00.000","T37C","ST CLEANIN","1461 GREAT HWY","CA","6GJR489","53","2009-09-15T00:00:00.000","POINT (-122.50930954599994 37.75909025400006)","39","39","10","7","35"
"745505994","2009-09-10T17:49:00.000","T202","PRK METER","1505 STEINER ST","CA","3XRC934","53","2009-09-10T00:00:00.000","POINT (-122.43440312599995 37.78314556000004)","97","97","4","11","39"
"770385571","2009-09-02T12:18:00.000","T37C","ST CLEANIN","1555 05TH  AVE","CA","6EEH547","53","2009-09-02T00:00:00.000",,,,,,
"770425482","2009-09-15T14:18:00.000","T32A.1","TWAWY ZN#1","133 O'FARRELL ST","CA","5BWM128","73","2009-09-15T00:00:00.000",,,,,,
"745505401","2009-09-08T17:11:00.000","T315A","RESIDENTL","80 RINGOLD ST","CA","6ETS567","63","2009-09-08T00:00:00.000","POINT (-122.41083302599998 37.77373301200004)","32","32","1","10","34"
"046355G","2009-09-07T00:00:00.000","GO1.H.3","MET/OV TIM","EMPLOYEE LOT","CA","AFRETO","30","2009-09-07T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"PD20717443","2009-09-11T09:52:00.000","T38A","RED ZONE","2845 SAN BRUNO","CA","6HVN185","88","2009-09-11T00:00:00.000","POINT (-122.40262395799999 37.72596701900005)","91","91","2","2","25"
"770746362","2009-09-08T07:25:00.000","T37C","ST CLEANIN","1122 QUINTARA ST","CA","6GCS845","53","2009-09-08T00:00:00.000",,,,,,
"772744103","2009-10-22T10:04:00.000","T202","PRK METER","1413 HAIGHT ST","CA","8S20398","53","2009-10-22T00:00:00.000","POINT (-122.44563933599994 37.77010020800003)","25","25","7","11","3"
"770356650","2009-09-02T11:59:00.000","V5204A","REG TABS","930 GEARY ST","CA","6EEE613","63","2009-09-02T00:00:00.000","POINT (-122.41867899099998 37.786288014000036)","50","50","4","10","36"
"770153952","2009-09-04T07:26:00.000","T37C","ST CLEANIN","3028 SAN BRUNO AVE","CA","2NDF697","53","2009-09-04T00:00:00.000","POINT (-122.40226102199995 37.72358400200005)","91","91","2","2","25"
"769643280","2009-09-04T13:47:00.000","T202","PRK METER","3202 22ND ST","CA","6HPP790","53","2009-09-04T00:00:00.000","POINT (-122.41885753399998 37.75551409500008)","53","53","3","2","20"
"770654253","2009-09-07T10:34:00.000","T202.1","PRK MTR #1","1520 POLK ST","CA","6CWU535","63","2009-09-07T00:00:00.000","POINT (-122.42066897399997 37.79080486600003)","105","105","4","3","21"
"772790771","2009-10-24T12:32:00.000","T202","PRK METER","10 BARTLETT ST","CA","4UJH967","53","2009-10-24T00:00:00.000","POINT (-122.42003121999994 37.75677486400008)","53","53","3","2","20"
"770373866","2009-09-02T12:37:00.000","T37C","ST CLEANIN","1505 KEITH ST","CA","WMA943","53","2009-09-02T00:00:00.000",,,,,,
"770728486","2009-09-03T10:19:00.000","T37C","ST CLEANIN","2700 CLAY ST","CA","3GVV394","53","2009-09-03T00:00:00.000","POINT (-122.43758061699998 37.79035244100004)","102","102","4","6","30"
"770374673","2009-09-02T12:28:00.000","T315A","RESIDENTL","695 SPRUCE ST","CA","5SEK387","63","2009-09-02T00:00:00.000","POINT (-122.45326530599999 37.781922061000046)","11","11","8","6","31"
"771031052","2009-09-12T15:53:00.000","T202","PRK METER","2245 MARKET ST","CA","4VBP959","53","2009-09-12T00:00:00.000","POINT (-122.43168301099996 37.76488800900006)","38","38","3","5","5"
"770665151","2009-09-09T08:37:00.000","T37C","ST CLEANIN","1285 MASONIC AVE","CA","6BWU144","53","2009-09-09T00:00:00.000",,,,,,
"770836964","2009-09-15T10:00:00.000","T37C","ST CLEANIN","1455 GEARY ST","CA","3RYZ253","53","2009-09-15T00:00:00.000","POINT (-122.42726958699996 37.78489442000006)","100","100","4","11","39"
"770663246","2009-09-09T17:10:00.000","T202.1","PRK MTR #1","576 HOWARD ST","CA","5X26571","63","2009-09-09T00:00:00.000","POINT (-122.39781315599998 37.787225195000076)","32","32","1","10","8"
"770229950","2009-09-03T10:57:00.000","T202","PRK METER","2438 SACRAMENTO ST","CA","726","53","2009-09-03T00:00:00.000","POINT (-122.43302725799998 37.79003395900003)","102","102","4","6","30"
"770789670","2009-09-08T09:30:00.000","T37C","ST CLEANIN","1197 YORK ST","CA","3LKW734","53","2009-09-08T00:00:00.000","POINT (-122.40813101099997 37.75296065900005)","53","53","3","2","20"
"770738220","2009-09-07T12:57:00.000","T202","PRK METER","926 IRVING ST","CA","4ZIR940","53","2009-09-07T00:00:00.000","POINT (-122.46793298199998 37.764215990000025)","109","109","10","11","14"
"770275026","2009-09-05T10:57:00.000","T58A","BLK WHEELS","312 LOMBARD ST","CA","6FKP271","48","2009-09-05T00:00:00.000","POINT (-122.40689797399995 37.80379102000006)","18","18","6","3","23"
"769658422","2009-09-02T12:39:00.000","T202.1","PRK MTR #1","596 HARRISON ST","CA","4C77898","63","2009-09-02T00:00:00.000","POINT (-122.39513305899999 37.78445246200005)","30","30","1","10","8"
"772938751","2009-10-29T11:13:00.000","T202","PRK METER","4208 18TH ST","CA","5H42027","53","2009-10-29T00:00:00.000","POINT (-122.43625459499998 37.760881262000055)","38","38","3","5","5"
"770534520","2009-09-05T13:50:00.000","T202","PRK METER","1560 HOWARD ST","CA","4RMF836","53","2009-09-05T00:00:00.000","POINT (-122.41672097799994 37.77240598900005)","32","32","1","10","20"
"772816973","2009-10-26T12:16:00.000","T37C","ST CLEANIN","3 MADERA ST","CA","4PWW541","53","2009-10-26T00:00:00.000",,,,,,
"772457372","2009-10-28T12:01:00.000","T202","PRK METER","2601 MASON ST","CA","6CKY445","53","2009-10-28T00:00:00.000","POINT (-122.41425200499998 37.80774597900006)","99","99","6","3","23"
"770543992","2009-09-11T15:23:00.000","T202","PRK METER","523 VALENCIA ST","CA","6DSX303","53","2009-09-11T00:00:00.000","POINT (-122.42157602799995 37.76444301400005)","53","53","3","2","20"
"770401645","2009-09-11T13:57:00.000","V22500F","ON SIDEWLK","125 LAWRENCE AVE","CA","5RXZ948","103","2009-09-11T00:00:00.000",,,,,,
"770561783","2009-09-12T17:39:00.000","T315A","RESIDENTL","57 TOWNSEND ST","CA","2VWX407","63","2009-09-12T00:00:00.000","POINT (-122.38955271199995 37.78128557200006)","31","31","1","10","4"
"770463013","2009-09-04T12:10:00.000","T315A","RESIDENTL","245 LAWTON ST","CA","5NCP545","63","2009-09-04T00:00:00.000","POINT (-122.46561798399995 37.75830901100005)","44","44","10","8","14"
"770669642","2009-09-11T12:22:00.000","T37C","ST CLEANIN","445 LAGUNA ST","CA","5RRG945","53","2009-09-11T00:00:00.000",,,,,,
"770067970","2009-09-01T14:47:00.000","T202","PRK METER","1134 SUTTER ST","CA","4ESR257","53","2009-09-01T00:00:00.000","POINT (-122.41906656099997 37.78796592500004)","50","50","4","3","21"
"765433222","2009-09-01T17:42:00.000","T202","PRK METER","1108 NOE ST","CA","6E72260","53","2009-09-01T00:00:00.000","POINT (-122.43189143899997 37.75107732400005)","84","84","3","5","22"
"770567722","2009-09-04T10:27:00.000","T37C","ST CLEANIN","1575 33RD AVE","CA","4SEZ018","53","2009-09-04T00:00:00.000",,,,,,
"772824323","2009-10-22T22:46:00.000","V22500F","ON SIDEWLK","1455 10TH AVE","CA","PLYBOO1","103","2009-10-22T00:00:00.000",,,,,,
"770983500","2009-09-13T03:10:00.000","T37C","ST CLEANIN","1210 VAN NESS AVE","CA","6JCY121","53","2009-09-13T00:00:00.000","POINT (-122.42150912299996 37.78678885900007)","50","50","4","6","21"
"11157661J","2009-10-22T15:53:00.000","V5204A","REG TABS","50 PHELAN","CA","5GRT847","63","2009-10-22T00:00:00.000","POINT (-122.45229641599997 37.72393379300007)","95","95","9","8","41"
"769961872","2009-09-03T12:59:00.000","T202.1","PRK MTR #1","914 MONTGOMERY ST","CA","19L4600","63","2009-09-03T00:00:00.000","POINT (-122.40363947499998 37.797519959000056)","106","106","6","3","23"
"770266884","2009-09-10T10:16:00.000","T202","PRK METER","192 BRANNAN ST","CA","5WWU261","53","2009-09-10T00:00:00.000","POINT (-122.38977420699996 37.78373779900005)","31","31","1","10","8"
"771313620","2009-09-17T10:28:00.000","T37C","ST CLEANIN","221 ORIZABA AVE","CA","2SMR099","53","2009-09-17T00:00:00.000","POINT (-122.46264723299998 37.712968905000025)","65","65","10","1","24"
"770715783","2009-09-16T09:32:00.000","V22500H","DBL PARK","631 FOLSOM ST","CA","5M87345","78","2009-09-16T00:00:00.000","POINT (-122.39690397999999 37.78475400000008)","32","32","1","10","8"
"772498930","2009-10-22T11:40:00.000","T32C.2","OVTME PRK","295 MIRAMAR AVE","CA","3BKP460","53","2009-10-22T00:00:00.000","POINT (-122.45835598699995 37.724091987000065)","64","64","10","8","24"
"770933236","2009-09-09T12:20:00.000","T37C","ST CLEANIN","7 MANOR DR","CA","4HAP721","53","2009-09-09T00:00:00.000","POINT (-122.46536099499997 37.726737986000046)","68","68","10","8","41"
"772659823","2009-10-28T10:58:00.000","T38B.1","YL ZN OT/D","2503 SACRAMENTO ST","CA","4MMP132","73","2009-10-28T00:00:00.000","POINT (-122.43412275999998 37.78975200100007)","102","102","4","6","30"
"772958410","2009-10-23T08:37:00.000","T37C","ST CLEANIN","05 CENTRAL AVE","CA","6KDZ469","53","2009-10-23T00:00:00.000",,,,,,
"770410535","2009-09-03T15:42:00.000","T38B.1","YL ZN OT/D","2140 MISSION ST","CA","3KQV453","73","2009-09-03T00:00:00.000","POINT (-122.41973402099995 37.76278498900007)","53","53","3","2","20"
"770984572","2009-09-19T10:17:00.000","V22514","FIRE HYD","756 FREDERICK ST","CA","4CTA620","88","2009-09-19T00:00:00.000",,,,,,
"770704896","2009-09-18T11:26:00.000","T202","PRK METER","1312 08TH AVE","CA","8J86038","53","2009-09-18T00:00:00.000","POINT (-122.37207261099996 37.83125079400003)","36","36","1","10","37"
"770505805","2009-09-08T08:17:00.000","T37C","ST CLEANIN","1948 FELL ST","CO","818GNW","53","2009-09-08T00:00:00.000","POINT (-122.44998196299997 37.77277600800005)","24","24","7","11","18"
"770092606","2009-09-13T14:24:00.000","T32C.1","OVTM PK #1","190 BERRY ST","CA","18W8351","63","2009-09-13T00:00:00.000","POINT (-122.39324945399994 37.775933319000046)","34","34","1","10","4"
"771010962","2009-09-13T12:02:00.000","T202","PRK METER","2520 TAYLOR ST","CA","5ULH759","53","2009-09-13T00:00:00.000","POINT (-122.41522918399994 37.80562013000008)","99","99","6","3","23"
"770163962","2009-09-09T09:08:00.000","T202.1","PRK MTR #1","14 08TH ST","CA","16G4031","63","2009-09-09T00:00:00.000","POINT (-122.47328385399999 37.78721413100004)","3","3",,"6","27"
"772511736","2009-10-31T15:45:00.000","T202","PRK METER","904 NORTH POINT ST","CA","5C23115","53","2009-10-31T00:00:00.000","POINT (-122.42263539299995 37.80549839500003)","98","98","6","6","32"
"772815304","2009-10-28T08:25:00.000","T37C","ST CLEANIN","234 CORBETT AVE","IL","7686901","53","2009-10-28T00:00:00.000","POINT (-122.44360802799997 37.76158298300004)","115","115","7","5","5"
"772599752","2009-10-22T13:17:00.000","T315A","RESIDENTL","1498 BRODERICK ST","CA","6HCH241","63","2009-10-22T00:00:00.000","POINT (-122.44128017599996 37.78404719800005)","103","103","8","11","15"
"PD19211474","2009-09-03T22:55:00.000","PK6.01G","NOPRK 10P6","MLK","CA","5XNE486","23","2009-09-03T00:00:00.000","POINT (-122.49344462099998 37.76550568500005)","9","9","8","4","12"
"772869075","2009-10-29T12:01:00.000","T38C","WHITE ZONE","639 FREDERICK ST","CA","6GZY467","88","2009-10-29T00:00:00.000","POINT (-122.45543397099999 37.76576898900004)","110","110","7","11","14"
"772864853","2009-10-26T03:03:00.000","T37C","ST CLEANIN","72 CAPP ST","CA","2ZKJ280","53","2009-10-26T00:00:00.000","POINT (-122.41867758199999 37.76539528200004)","53","53","3","2","20"
"31927416T","2012-06-12T19:05:00.000","TC127D","FAILTODISP",,,,"100","2012-06-12T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770031835","2009-09-01T12:25:00.000","V22500F","ON SIDEWLK","724 COLE ST","CA","5V34496","103","2009-09-01T00:00:00.000",,,,,,
"771025452","2009-09-11T12:03:00.000","T38B.1","YL ZN OT/D","1417 HAIGHT ST","MD","4BRA35","73","2009-09-11T00:00:00.000","POINT (-122.44569063299997 37.77009288100004)","25","25","7","11","3"
"773014351","2009-10-23T09:09:00.000","T37C","ST CLEANIN","2490 31ST AVE","CA","7Y11598","53","2009-10-23T00:00:00.000","POINT (-122.48825700099997 37.74087100700007)","40","40","10","7","35"
"771056344","2009-09-16T14:39:00.000","V5200","NO PLATES","200 HOWTH ST","CA","5YRD175","103","2009-09-16T00:00:00.000",,,,,,
"769965954","2009-09-08T07:35:00.000","T38B.1","YL ZN OT/D","205 PARNASSUS AVE","CA","5XYP486","73","2009-09-08T00:00:00.000",,,,,,
"771028414","2009-09-14T15:40:00.000","T202","PRK METER","4717 GEARY ST","CA","7C55319","53","2009-09-14T00:00:00.000","POINT (-122.46997104099995 37.78045299400003)","5","5","8","4","11"
"770411401","2009-09-09T07:21:00.000","T32A.1","TWAWY ZN#1","430 HOWARD ST","CA","3W01785","73","2009-09-09T00:00:00.000","POINT (-122.39586062999996 37.78876970600004)","32","32","1","10","8"
"768790831","2009-09-14T10:19:00.000","T37C","ST CLEANIN","254 COUNTRY CLUB DR","CA","5VXB834","53","2009-09-14T00:00:00.000",,,,,,
"772683623","2009-10-28T23:39:00.000","V22500L","WHLCHR ACC","1199 JACKSON ST","CA","SPANGLY","253","2009-10-28T00:00:00.000","POINT (-122.41473952299998 37.79493705600004)","16","16","6","3","21"
"770791943","2009-09-10T08:20:00.000","T37C","ST CLEANIN","890 25TH AVE","OH","EOZ8669","53","2009-09-10T00:00:00.000","POINT (-122.48394300299998 37.77279700500003)","8","8","8","4","29"
"770331166","2009-09-02T13:35:00.000","T37C","ST CLEANIN","909 GARFIELD ST","CA","4YQE307","53","2009-09-02T00:00:00.000",,,,,,
"770557152","2009-09-04T07:20:00.000","T37C","ST CLEANIN","1991 ALEMANY BLVD","CA","5KCK089","53","2009-09-04T00:00:00.000","POINT (-122.43911096899996 37.72029402100003)","80","80","9","1","28"
"769732736","2009-09-11T14:46:00.000","T202.1","PRK MTR #1","951 MISSION ST","CA","5YFL158","63","2009-09-11T00:00:00.000","POINT (-122.40736501399999 37.78155299300005)","32","32","1","10","34"
"770772306","2009-09-14T16:55:00.000","T202.1","PRK MTR #1","19 11TH ST","CA","8C00081","63","2009-09-14T00:00:00.000","POINT (-122.41833442999996 37.77539120400007)","32","32","5","10","34"
"770358923","2009-09-18T13:18:00.000","T202.1","PRK MTR #1","903 MONTGOMERY ST","CA","5VSZ570","63","2009-09-18T00:00:00.000","POINT (-122.40373185899995 37.79738365900005)","106","106","6","3","23"
"770336221","2009-09-01T12:33:00.000","T202.1","PRK MTR #1","627 MASON ST","CA","3KNW208","63","2009-09-01T00:00:00.000","POINT (-122.46164263899999 37.80284741300005)","3","3",,"6","27"
"770409592","2009-09-09T11:49:00.000","T202","PRK METER","2410 FILLMORE ST","CA","5ARA482","53","2009-09-09T00:00:00.000","POINT (-122.43434275699997 37.79175140500007)","102","102","4","6","30"
"771309092","2009-09-18T07:34:00.000","T37C","ST CLEANIN","3000 TARAVAL ST","CA","6BOE868","53","2009-09-18T00:00:00.000","POINT (-122.49842500399996 37.74225599000005)","39","39","10","7","35"
"770852423","2009-09-12T13:23:00.000","V5204A","REG TABS","2741 OCTAVIA ST","CA","6H20258","63","2009-09-12T00:00:00.000",,,,,,
"770129485","2009-09-02T12:37:00.000","T315A","RESIDENTL","66 CAMBON DR","CA","4PDF502","63","2009-09-02T00:00:00.000","POINT (-122.47450854199997 37.718003761000034)","42","42","10","8","16"
"770853204","2009-09-16T16:09:00.000","T202.1","PRK MTR #1","738 EMBARCADERO SOUTH","FL","5M50284","63","2009-09-16T00:00:00.000","POINT (-122.38846243799998 37.781871866000074)","31","31","1","10","8"
"770350593","2009-09-16T15:35:00.000","T202","PRK METER","2857 WEBSTER ST","CA","5AUG456","53","2009-09-16T00:00:00.000","POINT (-122.43383845599999 37.79705541000004)","15","15","4","6","13"
"PD19399214","2009-09-18T22:50:00.000","PK6.01G","NOPRK 10P6","OCEAN BEACH/SW 25 GREAT HWY AT LINC","CA","4VRR205","23","2009-09-18T00:00:00.000","POINT (-122.51089999999999 37.77004000000005)","9","9","8","4","12"
"770660936","2009-09-07T10:40:00.000","T38B.1","YL ZN OT/D","234 BEACH ST","WA","998YTV","73","2009-09-07T00:00:00.000","POINT (-122.41319867699997 37.80766208000006)","99","99","6","3","23"
"770622871","2009-09-07T13:23:00.000","V22500E","DRIVEWAY","3519 MORAGA AVE","CA","1DKX197","88","2009-09-07T00:00:00.000",,,,,,
"770290275","2009-09-04T17:17:00.000","T202","PRK METER","1906 BRYANT ST","CA","5PCD812","53","2009-09-04T00:00:00.000","POINT (-122.41031497899996 37.76288676300004)","53","53","3","2","20"
"PD11826275","2009-09-14T00:20:00.000","V5200","NO PLATES","2318 QUINTARA","CA","5XNE845","103","2009-09-14T00:00:00.000",,,,,,
"770830244","2009-09-08T10:31:00.000","T37C","ST CLEANIN","3100 CLEMENT ST","CA","5PNN572","53","2009-09-08T00:00:00.000","POINT (-122.49242472199995 37.78173005200006)","8","8","8","4","29"
"1001900546","2009-09-18T10:46:00.000","T58A","BLK WHEELS","1324 GREEN","CA","5VZH201","48","2009-09-18T00:00:00.000",,,,,,
"771225825","2009-09-17T12:15:00.000","T37C","ST CLEANIN","1000 FLORIDA ST","CA","4UGY911","53","2009-09-17T00:00:00.000","POINT (-122.41041139499998 37.75587723700005)","53","53","3","2","20"
"765158181","2009-09-01T17:03:00.000","T202.1","PRK MTR #1","921 STOCKTON ST","CA","5JUL959","63","2009-09-01T00:00:00.000","POINT (-122.40796132099996 37.79432490500005)","104","104","6","3","6"
"769774272","2009-09-16T12:45:00.000","T37C","ST CLEANIN","646 LAKEVIEW AVE","CA","6FXU962","53","2009-09-16T00:00:00.000","POINT (-122.457568004 37.71843701000006)","64","64","10","1","24"
"1001857522","2009-09-11T11:50:00.000","V5204A","REG TABS","619 KING ST.",,"KXA522","63","2009-09-11T00:00:00.000","POINT (-122.40106701999997 37.77037698200007)","33","33","1","9","4"
"770374161","2009-09-01T13:13:00.000","T315A","RESIDENTL","2909 BUSH ST","CA","6L71346","63","2009-09-01T00:00:00.000","POINT (-122.44539798399995 37.78507699600004)","103","103","8","6","31"
"772712356","2009-10-24T12:40:00.000","V5200","NO PLATES","2263 VALLEJO ST","CA","4KBP991","103","2009-10-24T00:00:00.000",,,,,,
"771080741","2009-09-17T07:54:00.000","T202.1","PRK MTR #1","730 MONTGOMERY ST","CA","5GCE283","63","2009-09-17T00:00:00.000","POINT (-122.40312502799998 37.796227987000066)","106","106","6","3","6"
"770936515","2009-09-11T12:24:00.000","V5204A","REG TABS","820 JONES ST","CA","6A41941","63","2009-09-11T00:00:00.000","POINT (-122.41336201399997 37.78892399600005)","50","50","6","3","21"
"772860734","2009-10-24T10:44:00.000","T202.1","PRK MTR #1","567 MISSION ST","CA","3UAY823","63","2009-10-24T00:00:00.000","POINT (-122.39911909199998 37.78846847400007)","32","32","1","10","8"
"770586585","2009-09-05T12:34:00.000","T32C.2","OVTME PRK","490 ELLIS ST","CA","3PPW044","53","2009-09-05T00:00:00.000",,,,,,
"770481213","2009-09-17T15:22:00.000","T202","PRK METER","1142 HOWARD ST","CA","8U71239","53","2009-09-17T00:00:00.000","POINT (-122.41058500599996 37.77736401100003)","32","32","1","10","34"
"771022416","2009-09-17T15:06:00.000","T32C.2","OVTME PRK","525 LAUREL ST","CA","5DUZ495","53","2009-09-17T00:00:00.000","POINT (-122.44969798399995 37.785712009000065)","11","11","8","6","31"
"764411815","2009-09-11T18:41:00.000","V22500I","BUS ZONE","1202 SUTTER ST","CA","5YRF993","253","2009-09-11T00:00:00.000",,,,,,
"766405430","2009-09-03T12:29:00.000","T38B","YEL ZONEDN","116 CYRIL MAGNIN ST","CA","5KHK636","73","2009-09-03T00:00:00.000","POINT (-122.40866923899995 37.785634222000056)","19","19","5","3","36"
"772179811","2009-10-29T21:58:00.000","V22500E","DRIVEWAY","2838 POLK ST","CA","AMY2004","88","2009-10-29T00:00:00.000",,,,,,
"769658234","2009-09-01T16:11:00.000","T202","PRK METER","906 BRYANT ST","CA","EXPHY7","53","2009-09-01T00:00:00.000",,,,,,
"771038450","2009-09-11T12:24:00.000","T37C","ST CLEANIN","3868 21ST ST","CA","5PVL480","53","2009-09-11T00:00:00.000",,,,,,
"772913400","2009-10-26T08:50:00.000","T37C","ST CLEANIN","1151 SANCHEZ ST","CA","6JHS669","53","2009-10-26T00:00:00.000",,,,,,
"770568772","2009-09-09T10:42:00.000","T202.1","PRK MTR #1","923 HOWARD ST","CA","5VIL157","63","2009-09-09T00:00:00.000","POINT (-122.40538804299996 37.78106834600004)","32","32","1","10","34"
"770858244","2009-09-14T08:23:00.000","T33.1","CNSTR ZONE","140 SANCHEZ ST","CA","1FJR571","53","2009-09-14T00:00:00.000",,,,,,
"770838375","2009-09-14T08:19:00.000","T37C","ST CLEANIN","2925 PINE ST","CA","5GKT749","53","2009-09-14T00:00:00.000",,,,,,
"772659834","2009-10-28T11:18:00.000","V22500B","PK/CROSS","3098 SACRAMENTO ST","CA","5CQS876","88","2009-10-28T00:00:00.000",,,,,,
"772471291","2009-10-23T14:09:00.000","V22500H","DBL PARK","1035 MARKET ST","CA","LS2528","78","2009-10-23T00:00:00.000","POINT (-122.41078499799994 37.78121901600008)","32","32","5","10","34"
"771410205","2009-09-20T07:21:00.000","T37C","ST CLEANIN","525 CLEMENT ST","CA","6EZT672","53","2009-09-20T00:00:00.000","POINT (-122.46493896599998 37.78267600000004)","5","5","8","4","11"
"772723851","2009-10-24T16:09:00.000","T202","PRK METER","3315 MISSION ST","CA","4UDC027","53","2009-10-24T00:00:00.000","POINT (-122.42040398599994 37.74366301800006)","83","83","9","2","2"
"772895152","2009-10-28T14:05:00.000","T32B","PROHIB PRK","640 FAXON AVE","CA","4XQD170","73","2009-10-28T00:00:00.000","POINT (-122.45960799199997 37.72527798400006)","71","71","9","8","41"
"767295093","2009-09-14T12:32:00.000","V5201","PLT LEF/AT","1497 FOLSOM ST","CA","6DBH191","63","2009-09-14T00:00:00.000",,,,,,
"770765306","2009-09-14T11:39:00.000","T202","PRK METER","2205 CHESTNUT ST","CA","2FIH853","53","2009-09-14T00:00:00.000","POINT (-122.43960020499998 37.80031282300007)","17","17","4","6","13"
"769823751","2009-09-11T12:09:00.000","T202","PRK METER","3426 SACRAMENTO ST","CA","4KDR882","53","2009-09-11T00:00:00.000","POINT (-122.44915802099996 37.788181988000076)","10","10","8","6","31"
"772387254","2009-10-22T21:03:00.000","V22500F","ON SIDEWLK","2370 FILBERT ST","CA","4UWH550","103","2009-10-22T00:00:00.000","POINT (-122.43852297899997 37.79792000000003)","14","14","4","6","13"
"773068542","2009-10-29T14:57:00.000","T202","PRK METER","1235 HOWARD ST","CA","7Y56166","53","2009-10-29T00:00:00.000","POINT (-122.41178101999998 37.77562401200004)","32","32","1","10","34"
"770561186","2009-09-10T15:46:00.000","T202","PRK METER","3166 24TH ST","CA","3JYN907","53","2009-09-10T00:00:00.000","POINT (-122.41565203399995 37.75261199900007)","53","53","3","2","20"
"769823983","2009-09-15T14:50:00.000","T202.1","PRK MTR #1","346 MAIN ST","CA","5NCJ353","63","2009-09-15T00:00:00.000","POINT (-122.39101981499999 37.78864185300006)","30","30","1","10","8"
"769879552","2009-09-01T11:43:00.000","T202","PRK METER","741 CLEMENT ST","CA","6FVV454","53","2009-09-01T00:00:00.000","POINT (-122.46725597499994 37.78219198700003)","5","5","8","4","11"
"770739384","2009-09-11T10:04:00.000","V22514","FIRE HYD","98 ARGUELLO BLVD","CA","5EMML065","88","2009-09-11T00:00:00.000","POINT (-122.45938150999996 37.79804955800006)","3","3",,"6","27"
"770298410","2009-09-04T12:42:00.000","T38C","WHITE ZONE","1104 CALIFORNIA ST","CA","6HVU465","88","2009-09-04T00:00:00.000","POINT (-122.41260145099994 37.79166646300007)","16","16","6","3","21"
"770255581","2009-09-03T15:10:00.000","T202","PRK METER","2304 IRVING ST","CA","5VPP281","53","2009-09-03T00:00:00.000","POINT (-122.48260341599996 37.76339722700004)","39","39","10","7","35"
"770075423","2009-09-08T11:33:00.000","T202","PRK METER","2029 UNION ST","CA","6FGF413","53","2009-09-08T00:00:00.000","POINT (-122.43281297499999 37.79714299700004)","15","15","4","6","13"
"765004354","2009-10-30T07:09:00.000","T37C","ST CLEANIN","3284 SAN BRUNO AVE","CA","6JZJ702","53","2009-10-30T00:00:00.000","POINT (-122.40103298899999 37.72049099600008)","91","91","9","9","25"
"1001946455","2009-09-07T09:15:00.000","V22500E","DRIVEWAY","1158 KEY","CA","6JNW351","88","2009-09-07T00:00:00.000",,,,,,
"770622473","2009-09-05T15:05:00.000","T202","PRK METER","1840 CLEMENT ST","CA","4UBG649","53","2009-09-05T00:00:00.000","POINT (-122.47917001299999 37.78252500000008)","8","8","8","4","29"
"771072072","2009-09-17T15:50:00.000","T202","PRK METER","2549 OCEAN AVE","CA","5VSW513","53","2009-09-17T00:00:00.000","POINT (-122.47304703199995 37.73134698500007)","62","62","10","8","41"
"770136986","2009-09-03T15:11:00.000","T315A","RESIDENTL","2172 JACKSON ST","CA","4EUT494","63","2009-09-03T00:00:00.000",,,,,,
"1001435945","2009-10-25T11:15:00.000","T32B","PROHIB PRK","296 PUTNAM","CA","5PJN349","73","2009-10-25T00:00:00.000",,,,,,
"770555726","2009-09-09T08:12:00.000","T37C","ST CLEANIN","449 GUERRERO ST","CA","1VDJ116","53","2009-09-09T00:00:00.000",,,,,,
